髋	4236
侏	4234
汐	4231
砥	4229
捶	4225
茧	4224
壕	4223
闰	4221
箴	4220
滦	4218
帛	4217
–	4216
崃	4214
邛	4213
Ⅳ	4212
涟	4211
龈	4210
靳	4207
燎	4206
炊	4205
羌	4204
佚	4203
偕	4201
胤	4200
郜	4199
抡	4197
秭	4196
寮	4194
锭	5143
吶	4536
炯	4193
寐	4192
搐	4190
殆	4189
桠	4188
當	4686
岱	4187
②	4185
昇	4967
垕	4764
旌	4184
翡	4182
瞌	4181
郧	4178
ｏ	4177
藐	4176
霈	4175
丕	4170
涎	4183
潸	4169
羔	4168
峪	4167
睢	4165
醣	4767
蘸	4161
穹	4160
瘀	4153
噶	4152
锹	4149
簇	4147
臆	4143
赝	4141
恽	4140
釉	4172
疴	4139
掂	4135
坨	4297
铤	4134
铎	4131
燊	4130
撵	4634
氦	4129
冗	4127
粑	4463
桔	4124
潦	4123
馋	4163
沌	4120
隘	4111
秤	4110
裨	4109
枇	4106
眸	4145
稣	4105
掖	4104
阪	4103
窈	4101
腱	4097
螨	4580
腋	4095
粳	4092
鳖	4091
钛	4090
堃	4089
恙	4087
吱	4085
涿	4253
轼	4080
戌	4077
袒	4076
氟	4073
椭	4072
篪	4071
樵	4070
Ⅱ	4069
柘	4068
鄙	4067
呱	4065
庵	4062
鹃	4061
胥	4060
颌	4059
惮	4058
腩	4056
镂	4055
褚	4053
驮	4050
殒	4048
馍	4047
毂	4041
黝	4038
筝	4037
眺	4036
瞠	4033
谏	4032
稞	4028
擀	4295
ｃ	4025
溥	4024
葳	4022
袴	4986
褛	4708
朦	4020
莺	4019
酯	4018
舵	4016
唬	4015
鹊	4014
祯	4013
惺	4010
嘶	4006
罔	4005
龍	4004
ｔ	4002
斡	3999
榻	3998
冢	3996
懋	5058
篆	3992
汞	3989
惭	3988
唉	3987
肛	3986
柒	3985
斓	3983
潺	4093
熹	3982
遑	4881
绅	3980
岔	3979
钗	3978
蔻	3975
耄	4473
拣	3974
濡	3973
茱	3969
①	3967
惰	3966
拗	4404
衢	3962
裘	3959
鳅	3956
疱	3955
嘿	3954
虏	3953
炕	3952
胫	3951
妩	3950
驯	3949
岖	3948
螃	3947
劾	3946
拂	3945
蛟	3944
迸	3943
阙	3942
喵	3940
挝	3938
μ	4530
摞	3937
皿	4373
呻	3935
纂	3934
濠	3932
抉	3931
濑	3930
汾	3929
锵	3939
剁	3928
翌	3927
纭	3925
饵	3924
蛰	4191
筠	3923
盹	3922
踵	3921
簸	3920
茵	3919
邃	3918
膺	3916
眭	5112
蕊	3915
咻	3914
粱	3910
韋	4995
荞	3908
啬	3907
滇	3906
蔺	3905
贰	3904
喽	4483
莘	3903
斟	3901
鸯	3898
褪	3897
廿	3895
漪	3894
氓	3893
裱	4457
霁	3892
懦	3887
钵	3886
坂	3884
桨	3883
坷	3881
叁	3880
稔	5010
矜	3877
鄱	3876
巿	4732
撂	4155
圄	3873
倭	3871
皙	3869
淌	3868
珉	3867
幔	4294
埂	3866
诣	3865
晗	3864
憩	3863
邂	3860
缭	3859
捌	3858
眈	3857
迂	4655
苇	3856
鳍	3855
祟	3854
幌	3852
殃	3851
眩	3850
甥	3848
槎	4927
敖	3846
伢	3845
伶	3841
們	5007
铆	4565
溧	3840
媲	3839
涕	3835
烽	3832
腮	3831
瘩	3829
惦	3826
梢	3825
祎	3823
桅	3821
痉	3820
姊	3818
蟑	3817
矗	3814
钏	4989
窿	3812
瞅	3811
贮	3810
潞	3808
β	3807
汛	3806
谚	3805
穗	3804
糯	3802
﹕	3798
啼	3793
恪	3792
悴	3789
憔	3788
褶	3787
碴	4789
笠	4258
诙	3786
羲	3785
涪	4833
狡	3782
叱	3781
谑	3780
簧	4011
暄	3899
娣	3778
峦	3777
骥	3776
篱	3775
貉	5031
晦	3774
蟒	3836
泓	3773
遐	3771
拈	4156
瀚	3766
跤	3765
|	3764
匣	3763
伎	3756
皋	3754
憬	3753
憧	3752
荼	3751
菩	3750
玺	3749
藕	3747
抠	3745
蜷	3744
腑	3742
隍	4734
焯	3741
凋	3739
袄	3738
谨	2207
碰	1737
账	1144
地	39
Ｔ	4245
旨	2182
泪	1728
腹	1727
炙	3418
丢	1726
敌	1724
辩	1720
尸	1717
寓	1716
跃	1730
亩	1714
岸	1307
亦	1711
抿	5167
甜	1707
统	342
烦	1706
静	1179
穷	1994
闷	2330
酆	4054
溅	3444
披	1700
扫	1698
辅	1697
菌	1695
鳝	4743
奓	4484
魏	1689
忍	1681
界	548
猎	2080
巧	1674
篮	1752
匀	3018
灰	1673
踏	1938
裂	1672
柑	4166
壮	1718
昊	3028
废	1659
同	112
镶	3531
拔	1646
饯	4672
尝	1645
睐	2689
餮	4603
蜜	1643
漱	3057
v	1753
俪	3204
镯	3833
萃	3656
挺	1624
肝	1760
秒	1721
辑	1823
並	5099
蔷	4133
咱	2499
;	1617
U	1616
妃	2296
屏	1607
赠	1601
裴	2722
攘	3481
译	1597
k	1596
鄞	4222
蜍	3847
立	291
觅	3120
委	183
活	231
兼	1588
梯	1587
洑	4843
甙	4366
绮	2917
泛	1582
烁	2504
疼	1675
帅	1581
贯	1160
数	264
禾	2851
秋	1576
蘑	3136
吐	1575
祠	3244
拼	1570
仁	1569
鸠	3957
蹊	3559
洛	1564
持	272
槌	4144
坡	1560
超	446
卷	1551
轩	2270
娃	1579
摊	1764
拖	1543
棚	2025
掮	5034
饱	1713
辜	2918
俗	1536
忿	4826
恒	1535
契	1534
乳	1529
侦	1528
慢	1230
贿	1527
狂	1524
戛	4099
砖	2222
跌	1520
驾	1071
纽	1514
辛	1539
镰	5087
锏	4354
绢	4009
舍	1513
峨	3736
漫	1511
谕	4470
甘	1508
税	945
圾	1507
墒	4595
淼	3772
疲	2181
哄	2146
苟	4007
骑	1506
w	1503
珏	4688
佛	1500
饼	2305
狐	2800
氰	3522
谌	4352
堵	1499
跚	4386
垒	2870
楔	4466
刷	1498
偶	1572
傅	1496
茂	2549
繁	1494
犊	5042
赫	1509
胜	1107
煤	1493
呈	1487
匝	2797
寅	3591
杜	1485
尊	1479
字	718
瘟	3511
奚	3702
沉	1477
畅	1472
弱	1470
热	499
欠	1469
扣	1468
帐	2903
奋	1465
颖	1462
萨	1460
拮	4049
慰	1458
跨	1455
杯	1546
岩	1453
怜	2831
熊	1450
侍	3061
瓮	4415
誉	1448
瓯	3755
坛	1447
燕	1446
y	1261
锁	1442
蒙	1437
浓	1435
船	925
俩	1772
仝	3431
易	579
R	1431
详	1430
暗	1428
纫	4550
骁	3261
啊	1425
胃	1424
您	1421
疏	1930
脂	1419
劇	4994
讷	4331
欲	1415
箱	1414
滨	1440
盟	1376
丙	3066
莫	1411
常	230
雳	3902
萌	1598
趣	1483
蛎	4164
蹭	3081
昭	2075
宽	1394
氯	3132
跆	5085
N	1053
谟	4086
稿	1580
掠	3291
坍	3748
恐	1390
煮	2086
搞	1389
祥	1515
拆	1331
雅	1385
豫	2671
役	1663
ｅ	4924
讽	2876
儿	297
谅	2691
圩	3543
格	321
诞	2012
蓝	1381
猪	1378
灵	1375
愕	3646
經	5110
偿	1194
贷	1372
意	191
洼	3203
扰	1566
萼	4824
履	1556
宇	1366
锋	1694
叉	2199
飒	4791
栾	3800
私	938
佯	4497
妨	2279
佬	3320
挞	4640
凌	1359
亲	474
嫔	3410
滢	4955
蛙	3304
忆	1355
驱	1654
矛	1669
蔡	1342
２	1501
赴	1548
赖	1901
踹	3358
饰	1333
刺	1330
虱	4052
甲	1329
肱	5090
!	1599
扇	2521
撼	2693
扎	1327
豆	1326
嗝	3457
泉	1504
钢	1325
鲑	5102
粮	1324
京	266
喉	2636
宿	1339
诚	1356
塔	1323
月	53
暂	1322
垚	3977
震	1319
婆	1317
-	567
张	204
呛	3453
逯	4987
W	1614
钩	2597
瞪	3509
氏	1313
哪	922
庭	715
丹	1304
糖	1302
衍	2824
慜	5140
曼	1301
岳	1940
胆	1683
雪	788
残	1299
亮	762
蚕	4538
诺	1298
℃	1592
递	1296
篇	1545
跳	1294
瓶	1467
籍	1291
摩	1289
唱	996
藉	3146
锲	4507
癌	1285
霾	1550
敢	1284
苗	1567
县	368
涨	943
劵	5072
句	1276
润	1275
圆	1269
鲁	1264
梅	1262
捎	4117
冯	1255
懈	2719
诊	1254
锦	1732
宅	1253
泊	2386
捐	1250
哀	2318
散	1247
肺	1848
婵	4752
X	1703
芝	1839
欧	1246
翱	4305
誓	2464
河	622
符	1240
子	62
噩	2698
撞	1235
撤	1809
诗	1226
卯	4491
迪	1223
薏	4228
累	1219
苏	844
贸	1216
娱	1207
戮	3917
缀	3815
圳	1454
碍	1757
郑	1206
功	580
刀	1205
堑	5054
铮	3002
菁	3600
冠	1371
址	1533
窸	4780
英	574
蔽	2649
乌	1200
群	425
池	1461
禀	3685
虎	1196
阴	1523
咦	5145
蜇	4518
巾	2389
涧	3177
暨	2338
翻	1189
铿	4219
恶	1186
４	2126
盗	1444
忙	1185
怕	1184
炸	1183
朵	2358
盛	1212
宋	1181
篡	3464
冥	3767
践	1213
辱	2265
聘	1633
捞	2215
著	1174
脯	3783
险	653
题	195
迷	1173
邓	1228
V	1172
鳗	3709
鸩	4594
既	1171
郪	4333
泔	4316
援	1170
羹	3474
雨	1168
竞	1167
宜	1161
浆	2591
玛	1671
脚	1157
谁	1156
尤	1232
奥	926
迟	1739
结	296
扮	1636
从	161
野	1154
洗	1150
伊	1143
偷	1309
责	387
缴	1410
档	1137
樨	4952
瀛	4685
徽	1131
敏	1130
颍	3407
苕	3571
茴	4338
矿	1563
刻	1023
才	461
谛	4651
云	830
始	470
涓	5059
什	614
丝	1126
钟	795
”	12
郅	2267
妤	3323
阶	1123
郭	1121
跑	1021
彻	1120
科	327
零	1116
可	89
此	156
却	604
灯	1357
坊	1927
b	1620
庄	1114
睡	1110
恩	1109
朱	1108
释	1105
咎	3412
c	1104
溪	1641
歧	2261
直	330
封	1103
侑	4285
潜	1099
鉴	1404
服	314
彩	1084
槿	3152
淹	3088
幡	4126
沁	3115
毽	4469
鲨	2592
m	1081
h	1080
其	113
厂	1073
币	952
灾	1072
曦	3029
被	115
娜	1278
龄	1068
栢	5019
菰	5006
琳	1966
亓	4636
胡	1066
唯	1062
爷	1401
设	193
吗	1061
最	116
尴	2355
痈	4913
辉	1402
哥	1058
苔	3682
Ｄ	4118
沟	1387
筹	1318
粹	2786
勇	1290
夫	460
鹌	4378
谙	4116
剧	605
十	281
鱼	1054
太	504
尚	1052
耗	1666
驻	1004
献	1049
虑	1146
冷	1048
嗅	3972
具	530
未	403
枪	1274
咚	4121
疫	1409
:	1006
辰	2525
戴	1349
症	1151
兢	3405
洋	1046
聚	1044
词	1220
赔	1266
诅	3311
靠	1040
舛	4733
咒	2823
享	1039
莱	1491
汕	3528
守	1034
硬	1201
渲	3671
梦	1033
惋	3451
痞	4232
映	1032
唏	3634
溟	4650
榜	1412
冼	5084
敛	2573
曜	4717
屋	1028
幄	4786
阅	1590
慨	2311
盅	4367
狙	3570
肤	1478
竟	1027
继	739
玉	1024
史	647
舰	1018
围	668
菠	2783
刊	1471
了	13
码	1016
揖	4864
腻	2467
探	1014
攻	1221
试	492
贵	1074
桓	3183
崽	3853
矩	2839
纠	1482
面	107
莞	2630
射	1087
洪	1350
昏	2049
竹	1406
廷	1922
鸾	4609
练	1003
朽	3510
末	1282
I	997
孔	1725
嚏	4248
踪	1687
卞	3363
膨	3118
努	1135
培	993
介	552
谆	4810
仰	2314
绿	1055
珅	3888
怪	1542
异	990
疗	790
彗	4078
撒	2040
遁	4390
牛	987
化	135
薰	4088
Q	1475
紫	1571
签	985
甭	4496
彼	2160
龟	2884
田	984
换	982
磺	3575
臻	3588
牒	4362
赂	2613
鲤	3700
迅	1292
喔	4277
旧	1059
轮	976
怀	974
衣	972
肪	1781
惩	1729
夏	1279
钮	2767
孙	1022
娓	4342
召	962
涂	2245
截	1013
久	988
袤	4514
告	301
眉	2374
舆	1738
乎	957
翊	3438
尾	1426
丰	953
冬	950
癫	3413
脊	2869
炘	4657
固	1191
肥	947
嘱	2422
返	1199
幅	946
叽	4233
峰	941
颦	5128
茹	3325
床	1125
间	149
★	3024
敬	1439
巡	1147
萤	4282
须	939
倒	937
挖	1648
兰	933
束	1166
姬	3242
桃	1605
尼	930
竣	2627
楼	557
纷	929
画	927
谄	4592
革	522
匍	4837
勉	2664
印	799
盏	3862
逆	2020
训	924
时	27
库	1211
予	923
曝	920
于	65
喂	2743
藏	918
状	773
惯	1382
自	74
邨	4179
炀	3900
s	909
琶	4030
硕	1830
妹	1386
Ｍ	3803
凉	1833
奸	1585
０	1370
南	220
挂	1236
师	416
编	898
贬	2873
漳	1723
婺	4581
抗	1047
奇	897
讼	1973
痿	4554
濛	3062
穿	944
虽	774
乱	1234
础	968
仗	2264
祉	3324
晾	3604
杀	896
激	895
汇	1162
赵	894
瞑	4928
谯	3997
皂	2679
朋	891
请	641
佟	2429
芮	4308
匠	3355
倘	3697
徒	1395
频	889
旁	1352
赶	883
恺	1652
一	4
夜	881
叩	4122
倍	879
乘	874
姻	1907
抱	1347
拙	3926
婉	1744
铝	2793
焱	4023
蚀	2894
錾	4710
弹	871
鹜	4556
浩	1522
徊	3218
邵	869
瘙	4291
喻	2252
订	867
珐	4501
削	2419
饭	865
索	863
陆	861
威	860
埇	3292
麻	1283
良	857
叫	1010
‰	4506
味	886
冴	4854
蹂	2963
古	627
為	4238
货	849
珠	1684
思	684
扼	3728
/	848
鲜	847
谦	2425
沿	1432
唁	3151
每	329
毫	1358
嗯	3618
六	837
聂	2747
篓	3714
萩	4585
悻	4353
含	835
溏	5026
黯	3538
嫌	834
铁	544
版	833
驶	1094
潘	1565
拜	1217
载	963
飞	729
贺	1664
胰	3039
刁	3556
移	875
陪	1399
透	823
遢	4591
拨	1456
窗	1122
跟	822
尹	2391
擅	2411
痔	4290
挟	2871
患	856
溢	2399
振	1589
捂	3019
侠	1609
庑	4961
或	398
翰	2426
团	468
几	399
墁	5150
整	395
鸿	2083
玟	4750
那	390
勿	2674
步	377
物	229
木	936
村	353
游	386
确	371
蕲	5138
庆	873
齐	1096
差	814
翟	3041
弋	3657
认	279
凰	2725
绯	2794
障	763
投	439
奢	1952
哭	1657
州	354
痪	2720
华	351
逝	2242
端	1078
领	344
伪	1880
绩	1093
房	242
己	287
携	1525
知	341
决	362
哟	3827
保	150
宠	2058
败	1051
徘	3217
离	539
扩	1140
伟	1037
你	340
帖	1658
话	339
随	456
半	683
运	316
~	2125
系	271
惹	2359
霭	5009
硫	2505
态	569
还	97
火	370
垭	4322
众	324
偏	1436
俄	1088
黢	4528
店	572
扔	2370
Ⅲ	4357
胞	1677
箔	4953
骨	1180
千	829
亢	3402
杭	1790
感	325
传	359
诸	1667
摁	3933
站	335
队	349
涞	4845
圣	1748
瓢	3819
哲	2047
搭	1214
场	126
潲	4934
猾	4513
漯	4302
辆	687
违	709
烂	2029
闻	629
本	118
臼	4944
樊	2739
挛	3796
王	318
窦	2381
e	577
柯	2148
据	151
井	1484
谱	2011
(	313
下	70
路	180
牦	4762
俯	2701
葬	1715
草	1115
树	1263
件	246
任	226
涩	2958
跋	3471
疾	1215
逐	994
？	305
虔	4171
湾	887
党	384
忪	5141
珂	4230
栖	2764
上	20
选	411
案	224
好	131
给	298
便	538
家	37
糠	4485
替	1611
菲	1281
做	294
率	636
友	293
链	1733
咀	3165
苹	1638
新	51
诱	1875
在	8
汰	2006
擞	4568
醛	3386
鸽	3400
谢	934
虬	4659
批	533
崔	1660
熟	1222
办	249
煜	3882
反	383
世	472
阁	2158
研	400
族	913
美	171
融	843
丧	2115
少	285
菡	4427
沈	1351
殴	2356
拥	1015
夕	1231
疆	1092
絮	3236
抨	3759
影	320
购	462
际	520
基	280
桥	1000
丽	828
都	105
芜	2315
趋	1634
况	421
胀	2348
龋	4875
羽	1934
喳	4687
倾	1736
℉	4462
密	766
肋	3523
标	274
癣	4335
拢	2936
二	265
璜	4664
乡	711
耦	4965
g	1277
惧	2620
棵	3010
铂	4000
协	418
迥	3534
楷	3680
教	315
让	282
.	178
司	259
搂	3463
忽	1829
惶	4031
旭	2078
妒	3349
垃	1505
连	590
布	332
称	258
媞	4083
片	420
旗	1418
Ｃ	3729
求	311
李	346
绒	2483
质	402
该	256
手	188
笛	3580
琦	2055
收	254
染	794
验	618
枝	2472
蹲	2553
現	4524
计	251
打	245
顾	912
接	244
严	440
珍	1361
握	1392
明	175
浜	4718
伴	1169
瑛	3009
觉	623
贝	1549
贱	3140
见	389
积	575
隐	1165
入	164
荣	1097
B	855
蟊	4695
偃	4646
遭	850
他	45
改	232
大	19
阵	1305
内	154
徇	3710
伤	651
骗	892
病	481
貌	1682
务	138
爰	5048
澳	1308
拘	1474
鹦	3909
纸	1265
互	902
福	485
羊	1640
焰	2765
应	227
江	427
呀	2462
论	519
防	406
缘	1613
曹	1554
和	23
厦	1063
导	237
阑	4355
茶	1229
（	222
条	409
窃	1662
）	221
彬	2069
泵	3198
瓣	3221
金	198
陕	1005
日	24
肯	1152
总	269
钞	2708
以	40
唔	4617
婊	3737
疑	686
衫	2706
紧	707
侬	4521
厮	3878
备	449
秦	1547
淮	1918
勾	2466
捕	1297
７	2275
疡	2949
些	218
禽	1650
霆	2731
殿	2194
助	536
处	213
部	56
默	1443
解	212
疝	4968
琵	4029
境	576
迫	1481
舞	1019
穆	2401
汽	1012
泡	1776
遂	2213
第	200
样	304
稀	1984
座	807
淡	1627
周	337
丞	3768
汉	734
净	1332
喋	4114
惠	1098
水	190
瓷	2130
宸	4846
泥	1705
社	223
岁	435
集	376
脸	1164
跹	5144
愣	3566
俊	1573
软	1101
姐	991
筑	1100
身	207
诋	4027
问	206
比	209
纵	1696
瑟	2653
垢	3047
矫	3021
调	201
亘	4865
倡	1990
拒	1346
傥	5134
配	619
丐	4539
嘈	4042
藻	2953
动	80
暧	3106
距	1149
罕	2166
谈	785
农	372
焗	4809
唇	2394
吸	841
坦	1218
纯	1429
沾	2737
壳	2387
：	73
容	527
朕	4399
叔	1859
很	205
盆	2206
斤	1393
鳄	3201
施	367
学	79
陌	2201
塑	1668
轶	3615
陷	1423
们	86
掳	4276
隋	2604
祝	1516
楂	3229
莽	4079
·	878
枢	2498
皖	2697
览	1709
企	404
声	634
极	545
墟	3270
充	764
法	78
,	441
强	216
操	1249
镜	1306
归	1138
睾	3205
泌	2289
育	388
断	639
赛	676
完	357
谩	3458
妻	812
煲	3366
懂	1886
是	10
仪	1270
仇	2448
财	670
琛	3561
也	64
酣	3879
依	602
亡	955
拟	1690
级	338
行	34
喊	1766
祺	3419
4	57
油	726
僻	3263
括	854
前	63
智	960
锤	2896
四	401
荠	4619
凤	1784
到	26
检	473
盖	1025
记	90
定	101
逅	3861
颂	2295
叭	3675
囊	2149
5	60
A	695
越	546
杷	4107
祭	2335
权	467
台	263
瑶	2418
甩	2623
支	381
3	33
搜	1623
厅	804
颇	1794
呷	2928
者	54
拉	549
雇	2506
我	52
追	870
嬅	4411
啧	3995
眼	703
萱	3392
臭	2141
鸳	3791
磅	2740
套	815
损	965
藤	2427
春	319
坏	1203
博	490
讧	4930
獗	3762
臣	2109
茜	2026
迄	2601
罢	2574
龙	525
玥	3306
肃	1434
骏	2415
罡	4921
鞘	4315
绕	1335
发	28
对	35
刘	495
组	277
需	443
典	1090
别	358
獠	4400
</s>	0
爱	438
坳	4265
壤	2345
述	942
愿	820
2	17
攥	3990
九	1132
即	551
励	1127
难	426
益	658
覆	1459
否	746
微	524
恹	4848
督	872
鸦	3390
韦	1680
剔	2970
姨	2455
流	385
墙	1337
贩	1837
谋	1089
程	292
畿	4888
欣	1678
鳞	3730
寿	1625
绊	3107
使	360
经	72
腾	1473
概	1416
盼	2171
局	236
牙	1187
缛	4981
已	158
成	47
讳	2713
北	194
老	181
要	38
揄	4495
抹	2541
?	1574
笙	3784
蔬	1606
a	578
没	166
能	58
气	275
善	612
危	981
囤	2571
烹	2624
道	130
隔	1388
桐	2707
迁	1310
富	716
<UNK>	1
帝	1476
年	18
贻	3970
宝	655
街	827
荐	1338
】	1271
不	15
胳	3172
柬	3254
奔	1561
貂	3343
酿	2590
期	203
嚣	3129
侥	3059
鼓	1141
童	966
像	690
董	1202
铐	3440
咭	4534
相	177
盘	964
有	14
淋	2416
轻	768
雌	3082
闹	1519
隆	1420
爪	3199
，	1490
叹	1855
辖	1692
悼	2487
俞	2518
慑	2599
五	509
埕	4696
珞	3612
闱	4735
卖	728
锃	4894
事	92
晨	1026
人	7
涸	3941
‘	967
逾	2344
满	638
迭	3180
合	146
窕	4102
丛	2474
昌	1286
兮	4180
斩	2843
战	345
策	570
炜	3148
镁	3207
撇	3558
苯	3592
回	239
中	16
输	916
夹	2190
宣	660
砰	3374
侮	3055
贴	1056
证	343
躯	3141
動	4941
将	85
曲	1036
伙	1119
察	583
班	656
煨	4868
矮	3114
芽	3000
掉	1148
快	394
准	413
西	215
茫	2772
哗	2999
篁	5131
躇	4851
缄	4195
临	805
骂	1635
裸	1688
汪	1626
安	111
风	369
狰	4857
津	1427
f	1914
徜	4660
车	68
遍	1267
骚	2489
按	625
搅	3076
蹴	3809
警	225
猖	3644
狗	1693
赓	3958
用	76
薪	1489
僵	2647
侯	1832
缓	1241
开	61
氧	1676
宫	1136
炉	1999
牧	1765
骸	3446
豪	1079
庸	2581
删	2600
全	67
创	454
吨	1295
